marca_monitorada,marca_colidente,classe_marca_monitorada,classe_marca_colidente,score,y,pred
MARES AO MAR,MARÉ,41,41,0.37175387,0,1
amar.elo SAÚDE MENTAL,AMARETTI,35,30,0.37109646,0,1
SANTA BÁRBARA,SANTA BÁRBARA BATERIAS,0,37,0.3693568,0,1
GREEN GUPPY,GREEN FORCE,25,35,0.36895967,0,1
CACHOEIRA DISTRIBUIDORA,CABANA MIRADOR DA CACHOEIRA,30,43,0.36850017,0,1
DE OURO E PRATA,Ouro de Minas,35,33,0.3681716,0,1
JIU - JITSU BRASIL,ZION JIU-JITSU,35,25,0.36789393,0,1
INSTITUTO DOXA,Instituto Butiá,35,45,0.367336,0,1
AM AGRÍCOLA MACHADO,JHZ AGRICOLA,31,31,0.36711153,0,1
CARBOTAR,CARBOX,-1,9,0.36705476,0,1
Florens,FLORÉ,41,9,0.3668846,0,1
CAFÉ ESPECIAL SERENGETI,SERENA,35,28,0.3649519,0,1
TERRA DO GELO AR CONDICIONADO,TERRA DO SOL,35,41,0.36412612,0,1
REI DA LINGERIE,LIZES LINGERIE,35,35,0.36394477,0,1
Nutris no Online,NutriSy,35,35,0.36300957,0,1
ÁGUIA BRASIL DISTRIBUIDORA,BRASILIA,35,12,0.36285838,0,1
açaí Vitaly Pura energia,Vitalume,35,44,0.36213696,0,1
GRUPO PRIME PLUS,Primea,39,35,0.36163256,0,1
SINDELETRO,SIM Eletro,45,35,0.36143473,0,1
PROJETO SOCIAL PRINCÍPIOS,PROJETO SOCIAL DORCAS EM AÇÃO NA NAÇÃO,45,45,0.36131483,0,1
RI ARQUITETURA,GALE ARQUITETURA,42,42,0.36098123,0,1
CANAL 10,Canal Dark,41,38,0.36096096,0,1
SPACE BURGER,SPACE,40,18,0.36075175,0,1
DOE DE CORAÇÃO,COLORADO DO CORAÇÃO,41,41,0.36072588,0,1
GabrielBot,GABRIELA,42,41,0.3599193,0,1
GabrielBot,GABRIELA,42,41,0.3599193,0,1
INFLUA,influur,41,42,0.35981178,0,1
PASTEL DA INÊS,Pastel da Mi,43,35,0.35925752,0,1
CASA DO RESTAURANTE,CASA DO BODE,35,29,0.35889047,0,1
NEW INVEST CONSÓRCIOS,Invest JP,36,36,0.35835242,0,1
Carneiros Temporada,Carla Carneiro,43,35,0.35816175,0,1
PARADINHA SORVETE DE IOGURTE,PANDINHA,35,28,0.35777712,0,1
SPRINGS,SPRINT55,0,25,0.3574592,0,1
AR MARCENARIA AMBIENTES PLANEJADOS,Tupã Marcenaria,20,20,0.3570703,0,1
BALIZA TRATAMENTO DE MADEIRA,Balise,35,35,0.35692614,0,1
TALITA SECCO,TAYTA,35,35,0.3563232,0,1
NATURAL VILLE,Naturaliz,37,35,0.356217,0,1
RNH LINGERIE,LINGER,35,1,0.35605016,0,1
DYE ME,MED+,35,10,0.35551465,0,1
RAIOS,Raiô,35,36,0.3554725,0,1
PERFAL,PERFECCI,35,25,0.35404637,0,1
CENTRAL DO PRATINHA,CENTRAL DO KIT,39,35,0.3540245,0,1
LAVANDERIA SELF SERVICE LAVEMI,PULITO LAVANDERIA,35,40,0.35373342,0,1
CAFÉ TEU GRANO,GRANOTECA,30,30,0.35362884,0,1
AKORI,AKORYZ,35,41,0.35275522,0,1
BELLA LIA,BELLAVÈRA,25,35,0.3517986,0,1
FARMÁCIAS PRIME,PRIMEAC,35,35,0.35140505,0,1
BAR E RESTAURANTE ZÉ CARLOS,BF MUSIC Bar e Restaurante,43,43,0.34818408,0,1
CONEXÃO FOOD HALL,conexão goiás,35,41,0.34813067,0,1
NACIONAL GAS BUTANO,TIRO NACIONAL,0,41,0.3481054,0,1
IBIT MOTOS,IBID,35,35,0.34741306,0,1
PONTO CELL,PONTO RURAL,37,35,0.34692365,0,1
ALLON,ALLOY,41,42,0.3468749,0,1
A ASA DIGITAL INTERNET,Ascendia Digital,38,35,0.3463431,0,1
FAROL ACADÊMICO,Farol Boemia,41,43,0.3442372,0,1
BETÃO REFRIGERAÇÃO,BETÃO,35,28,0.34186354,0,1
DELÍCIAS DA XÚ LANCHONETE,Delícias da Rochell,43,30,0.34122548,0,1
NACIONAL,NACIONAL FIRE,0,45,0.33970994,0,1
ESMALTEC,ESMALTAgel,0,44,0.33887243,0,1
META ENGENHARIA SERVIÇOS,Metalon,35,45,0.33877987,0,1
RNP BRASIL ATACADO CAMA MESA E BANHO,RP BRASIL,35,35,0.33763713,0,1
SUPER LED ILUMINAÇÃO,SUPERNA,35,44,0.33691576,0,1
AUTO PEÇAS MATOS,CARIOCA AUTO PEÇAS,35,35,0.3360825,0,1
Favily,HAVIX,35,35,0.33604777,0,1
MALU GUARDANAPOS DE PAPEL,MALIBU,16,1,0.33498156,0,1
MIL PLASTIC,PLASTIC FLOOR,35,37,0.3341053,0,1
HOTEL SERRA LIMA,HOTEL SERRA DO GANDARELA,43,43,0.3338623,0,1
ELEVA POR RENATA PAULA SANTIAGO,EVA,35,35,0.33343497,0,1
VIRTUA COFFEE WORK,Vireê,43,40,0.33290023,0,1
CONEXÃOVIP INTERNET FIBRA ÓPTICA,Conexão,38,41,0.33240923,0,1
DURAFORT,ARAFORT,11,35,0.3304807,0,1
IA Facilita,IA+,35,44,0.33019248,0,1
MARCENARIA MLM LUCAS MÓVEIS,Tupã Marcenaria,20,20,0.32987732,0,1
MANÍ,MANIA MANIA,35,35,0.3295771,0,1
Influencer ON,FAST INFLUENCER,41,35,0.32940114,0,1
CS HIGHTICKET,CRM HIGH TICKET,41,9,0.32938445,0,1
MOVÊH,MOVERE,42,35,0.32876447,0,1
OTIMIZEI,OTIMIFY,35,9,0.3281317,0,1
CENTRO AUDITIVO LIBERTY,LYD CENTROAUDITIVO,35,44,0.32805496,0,1
LATICÍNIOS ED LEITE,LATICÍNIOS SANTA CRUZ,29,40,0.3277258,0,1
IDEAL SUPER,ideact,11,35,0.32714602,0,1
CAPITAL DE FORTALEZA,FORUM CAPITAL,0,35,0.32682356,0,1
SORVETES ICE TRUCK,SKIPEROLA SORVETES,30,43,0.32643342,0,1
CRISTAL ORGÂNICOS,CRISTAL SKIM COAT,40,1,0.3260155,0,1
AVESTA,Averse,35,25,0.32547718,0,1
DISTRIBUIDORA BAESSA ÁGUA GÁS E CARVÃO,MC3 DISTRIBUIDORA,35,35,0.32538643,0,1
CENTRO EDUCACIONAL MÚLTIPLA ESCOLHA,MC EDUCACIONAL,41,35,0.32525498,0,1
TROPICAL CHIC,MUSA TROPICAL,35,35,0.32474518,0,1
Paço,FACE,35,35,0.32446808,0,1
MD SISTEMAS,SDC SISTEMAS,42,42,0.32364887,0,1
FUNERÁRIA E VELÓRIO VALE DO PARAÍBA,Funerária Camaquense,45,45,0.3236399,0,1
HORTILOG,Forttilo,9,35,0.3236094,0,1
BRISA ESQUADRIAS DE PVC,BRISA KIDS,40,40,0.32332894,0,1
LA COSTELA RESTAURANTE PIZZARIA E PETISCARIA,COSTELA 1008,43,43,0.322968,0,1
Rénové Biocosmetic Spray Hidratante Corporal (Body Moisturizing),Renovare,3,35,0.32245135,0,1
CONTABILIDADE MASTER,NJ CONTABILIDADE,35,35,0.32232842,0,1
MARIA MARIANA,MAR.IANA,43,41,0.32202834,0,1
HIDRAR PISCINAS,Hydrax,35,5,0.3216942,0,1
GESTAÇÃO,Gestare,9,35,0.32114202,0,1
SORVETES KARYONE,DACRIS SORVETES,30,29,0.3209667,0,1
EMPÓRIO DO BOI CASA DE CARNES,EMPÓRIO DOM PÉPE,35,35,0.31827644,0,1
CENTRAL ÁUDIO SOM E ACESSÓRIOS,CENTRAL AUTO PARTS,37,35,0.31801835,0,1
D&F MODA FITNESS,DRY ARAUJO MODA FITNESS,35,35,0.3176992,0,1
GENTE,GENENTECH,16,35,0.3175767,0,1
Editora Futura,FUTURO DEV,41,41,0.3171377,0,1
BOM PASTELONE,Boma,43,35,0.31706953,0,1
LATICINIO STELLALPINA,LATICÍNIOS NALMILK,29,35,0.31692126,0,1
PÃES CONGELADOS SANTA FÉ,Congela Congelados,35,35,0.31548265,0,1
IDEAL SUPER,Idealtec,11,9,0.31534037,0,1
PONTO PODER,PONTO,38,42,0.31404588,0,1
DINI MÓVEIS,DIVINI,35,35,0.3135598,0,1
REI DAS CLÍNICAS,CLÍNICA ARVI,41,44,0.31347904,0,1
AVESTA,AVA,35,35,0.31308886,0,1
D&F MODA FITNESS,DANNA BANNA MODA FITNESS,35,35,0.31261048,0,1
CAIPIRA MÁQUINAS DE SILAGEM,Caipira Padoca,7,35,0.31247875,0,1
Fortaleza Serralheria e Vidraçaria,FORTALEZA AÇAÍ,37,35,0.31173894,0,1
FB Jewelry,PB,35,35,0.31133983,0,1
Ponto Metal,PONTO CERTO,6,35,0.31038362,0,1
VASTO RESTAURANTE,VASTA,41,44,0.30933696,0,1
BRASILGAS,BRASIL BÍBLIAS,0,35,0.30896917,0,1
E-CONTROL,BSV CONTROL,11,11,0.30839723,0,1
MULTIFY,MULTIPOD,36,37,0.30815873,0,1
ACT ACADEMIA CEARENSE DE TÊNIS,Acton,41,35,0.3078341,0,1
ES CONSTRUÇÃO,EMAQ CONSTRUÇÃO,41,7,0.30751345,0,1
Prisma perfuração de poços,PRISMUN,37,35,0.3065855,0,1
EDUCALAB,educa.ai,38,42,0.30625066,0,1
FESTIVAL DE FRUTOS DO MAR DE ITAPEMIRIM,MARRÍ,41,44,0.30601606,0,1
MELHOR.AI,MELFORT,42,32,0.3058497,0,1
ECOCAST,EcoCar,45,39,0.30526516,0,1
"SpeedTech Telefonia, cabos e informática",SPEEDTECH,35,1,0.30517286,0,1
B BRASLIMP,BRASLOM,37,35,0.3048998,0,1
BOM PASTELONE,boom,43,42,0.30464464,0,1
EMPÓRIO COCADAS OLIMPIO,Empório Vilarin,35,25,0.30380955,0,1
C CONTROLLER,Controlline,0,4,0.30218557,0,1
MULTI MAIS ECOMMERCE,MULTIVIX,35,35,0.30171445,0,1
A CASA DA CONSTRUÇÃO,CASA AQUIM,35,35,0.30144602,0,1
PERFECT LINE,PERFECT LASER,41,35,0.29998913,0,1
FAMÍLIA CHURRASQUINHO,BEM FAMÍLIA,35,33,0.29961616,0,1
NUTRI FIBER,NutriVerde,31,31,0.29814267,0,1
RI ARQUITETURA,Lassi Arquitetura,42,42,0.29798114,0,1
CONTROLLER GO CONTABILIDADE DIGITAL,CONTROLIFE,35,45,0.29755276,0,1
AMOMERCI,AMOMÊ,31,35,0.29732752,0,1
A MAR A VIDA,AMARA,35,4,0.29620004,0,1
Rénové Biocosmetic-Serum Oil Skin,Renovatur,3,35,0.29572573,0,1
CONFIA + SOLUÇÕES FINANCEIRAS,INOVE SOLUÇÕES FINANCEIRAS,36,36,0.2942904,0,1
NOSSA MARCENARIA !,MARCENARIA GUARUJÁ,20,40,0.29318535,0,1
BARBEARIA DOM BIASI,W7 Barbearia,44,35,0.29255506,0,1
MERCADOFAZENDINHA,PANDINHA,35,28,0.29165626,0,1
AUTO PEÇAS MATOS,Zofort Autopeças,35,35,0.29130226,0,1
AR MARCENARIA AMBIENTES PLANEJADOS,MARCENARIA CALIFÓRNIA,20,20,0.29129234,0,1
Virtua Ideas,Virtuosos,35,41,0.290251,0,1
AUTO PEÇAS MATOS,B&M Auto Peças,35,35,0.28946236,0,1
BROOKS BRASIL JEANS,CKS BRASIL,25,35,0.28916863,0,1
DESÍGNIO,DESIGNWALL,35,19,0.2885229,0,1
DISTRIBUIDORA POPEYE JR.,DISTRIBUIDORA DE BEBIDAS SKINÃO,39,35,0.2884792,0,1
BOM LEITE,LEITE,43,35,0.28847384,0,1
ANNA MACEDO,Manna,35,31,0.28721085,0,1
ECO SOLUÇÕES EM ENERGIA,Enersolo Soluções,37,37,0.28655142,0,1
Engenharia Academy,ACADEMIA MEI,41,35,0.28626394,0,1
PERFAL,persalt,35,1,0.28624347,0,1
VIRTUA COFFEE WORK,COFFEE CALM,43,43,0.28621632,0,1
Espírito Santo Convention & Visitors Bureau,RESPIRITO,35,44,0.28562206,0,1
COLISÃO DISTRIBUIDORA EMBALAGENS EM GERAL,DISTRIBUIDORA WSP,35,35,0.2854192,0,1
ACADEMIA DO VAREJO,ACADEMIA DO SOLO,35,41,0.28528962,0,1
EcoSoluções,ARKO SOLUÇÕES,40,35,0.28528863,0,1
SYM INCORPORAÇÕES E PARTICIPAÇÕES,SIOM,36,42,0.28419304,0,1
CERVEJA ARTESANAL 806 BEER,SINCORÁ CERVEJARIA ARTESANAL,32,32,0.28381985,0,1
FARMÁCIA MAR & VIDA,MATE & VIDA,35,30,0.2837911,0,1
ELÉTRICA GONÇALVES,L.C.S ELÉTRICA,37,37,0.28333512,0,1
CONEXÃO FOOD HALL,C One,43,35,0.2821431,0,1
MARU EMPREENDIMENTOS,DAMARA EMPREENDIMENTOS,37,37,0.2819279,0,1
PADRÃO,PADRÃO CARIOCA,42,43,0.2816074,0,1
B. COMPANY,AD1 Company,33,35,0.28114405,0,1
DOIS IRMÃOS DISTRIBUIDORA DE PETRÓLEO,LATICÍNIO DOIS IRMÃOS,37,35,0.28090438,0,1
JIU - JITSU BRASIL,ZION JIU-JITSU,35,41,0.28075975,0,1
VIRTUOSA FASHION,VIRTUOSO,35,35,0.2806622,0,1
ÓTIMO por OTIMISTA,Oti+,38,9,0.2805136,0,1
NOBRE BLU,NOBRE,35,11,0.27957723,0,1
EMPÓRIO VSN+ VENTURA SPORTS NUTRITION,EMPÓRIO DO RIO,35,35,0.27888525,0,1
GRANUM CAFÉ GOURMET,Granuleco,43,31,0.27857286,0,1
FAZENDA HOMEM DE PEDRA,Fazenda Acos,35,44,0.27725884,0,1
EASY CONTABILIDADE,EASYARC,35,7,0.2772247,0,1
DIGITAL CARS,DIGITAL NEXT,35,41,0.27650067,0,1
INTENSEE CASUAL,INTENSIFÓS,35,1,0.27625886,0,1
BISCOITOS SARETTA,BISCOITOS PAULISTA,30,30,0.27604496,0,1
LUKRE,LUKS,35,40,0.27534762,0,1
PARADA DA SERRA,PARADELLA,35,14,0.27523428,0,1
NACIONAL GAS BUTANO,Nacional Cards,0,35,0.2752276,0,1
CASA DO RESTAURANTE,CASA D'ELLA,35,3,0.27520776,0,1
Concept Hospital Dia,SET CONCEPT,36,35,0.27465457,0,1
F.A.Z. Financeiro de A a Z,FASAW,35,12,0.27405804,0,1
COXINHA EXPRESS,CIA DA COXINHA,43,35,0.27222043,0,1
CONEXÃO FOOD HALL,CONEXLED,35,11,0.27212343,0,1
SANTA BÁRBARA,Santa Clara,0,31,0.27180496,0,1
Fene Distribuidora,Frez Distribuidora,3,35,0.27179548,0,1
VERDURAS NONATO,Gaúcho Verduras,31,35,0.2716293,0,1
P COFFEE,COFFEX,43,35,0.27086946,0,1
INICIATIVA EDUCA!,Educalei,35,41,0.27052185,0,1
RÉNOVÉ,Renovare,35,41,0.2704166,0,1
GRUPO S,GRUPO JCP,35,35,0.27037436,0,1
WM INVESTIMENTOS,4CF INVESTIMENTOS,36,36,0.2701687,0,1
ESPAÇOLIMPO,ESPAÇO LIPS,3,35,0.27001044,0,1
Guaraci,Guarajú,35,30,0.2698061,0,1
DURAFORT,Du fort,35,24,0.26960567,0,1
Rewa SUPPLY,Renèva,35,44,0.26936677,0,1
SIMMETRIA AMBIENTI,Asymmetry,35,42,0.2691347,0,1
D PRIMES AÇAIZINHO,PRIMEAC,35,35,0.2687607,0,1
COLISÃO DISTRIBUIDORA EMBALAGENS EM GERAL,DISTRIBUIDORA BARBOSA,35,38,0.26850578,0,1
VITA STRONG,VITA A,30,35,0.26818717,0,1
NO AR,NOAD,41,9,0.2673093,0,1
SOLUÇÕES ADMINISTRADORA DE CONDOMÍNIOS,SGP Soluções,35,20,0.2651867,0,1
EMPÓRIO MAIA,MIXMAIA,25,35,0.2642637,0,1
UNIVERSIDADE DAS ARTES,UNIVERSIDADE GAMER,41,9,0.26393956,0,1
FAÍSCA MATERIAIS ELÉTRICOS,Paizuca,35,35,0.2639182,0,1
Distribuidora Classic,MAKE DISTRIBUIDORA,35,35,0.2638769,0,1
ODONTO SCAN FRANQUIAS,SCAP,44,42,0.26384306,0,1
AUTO PEÇAS MATOS,DEKAR AUTOPEÇAS,35,35,0.26362297,0,1
START FIT STORE,Star,35,41,0.26321962,0,1
TOP PANIFICADORA,TOP G,30,35,0.26227477,0,1
P.A Manutenções,PA,35,35,0.26076448,0,1
